location;year_month;new_cases;new_deaths;stringency_index;human_development_index;deaths_rate
Venezuela;2020-06;3409;27;87,04;71,1;0,792021121
Venezuela;2020-07;9484;93;88,89;71,1;0,980598903
Venezuela;2020-08;29616;224;86,11;71,1;0,75634792
Venezuela;2020-09;27394;233;87,96;71,1;0,850551216
Venezuela;2020-10;17143;168;87,96;71,1;0,979991833
Venezuela;2020-11;13108;129;87,96;71,1;0,984131828
Venezuela;2020-12;10079;122;87,96;71,1;1,210437543
Vietnam;2020-01;2;0;2,78;70,4;0
Vietnam;2020-02;14;0;47,22;70,4;0
Vietnam;2020-03;158;0;83,33;70,4;0
Vietnam;2020-04;96;0;96,3;70,4;0
Vietnam;2020-05;58;0;76,85;70,4;0
Vietnam;2020-06;27;0;69,44;70,4;0
Vietnam;2020-07;63;0;79,63;70,4;0
Vietnam;2020-08;622;32;79,63;70,4;5,144694534
Vietnam;2020-09;29;3;81,02;70,4;10,34482759
Vietnam;2020-10;91;0;58,33;70,4;0
Vietnam;2020-11;181;0;56,48;70,4;0
Vietnam;2020-12;99;0;56,48;70,4;0
Wales;2020-04;0;0;0;0;0
Wales;2020-05;0;0;0;0;0
Wales;2020-06;0;0;0;0;0
Wales;2020-07;0;0;0;0;0
Wales;2020-08;0;0;0;0;0
Wales;2020-09;0;0;0;0;0
Wales;2020-10;0;0;0;0;0
Wales;2020-11;0;0;0;0;0
Wales;2020-12;0;0;0;0;0
Wallis and Futuna;2020-01;0;0;0;0;0
Wallis and Futuna;2020-02;0;0;0;0;0
Wallis and Futuna;2020-03;0;0;0;0;0
Wallis and Futuna;2020-04;0;0;0;0;0
Wallis and Futuna;2020-05;0;0;0;0;0
Wallis and Futuna;2020-06;0;0;0;0;0
Wallis and Futuna;2020-07;0;0;0;0;0
Wallis and Futuna;2020-08;0;0;0;0;0
Wallis and Futuna;2020-09;0;0;0;0;0
Wallis and Futuna;2020-10;1;0;0;0;0
Wallis and Futuna;2020-11;2;0;0;0;0
Wallis and Futuna;2020-12;1;0;0;0;0
World;2020-01;2033;62;0;73,7;3,049680275
World;2020-02;76214;2409;0;73,7;3,160836592
World;2020-03;611707;35798;0;73,7;5,852148169
World;2020-04;2037922;178887;0;73,7;8,77791201
World;2020-05;3163451;184334;0;73,7;5,82699084
World;2020-06;3936842;144336;0;73,7;3,666288868
World;2020-07;6074723;162506;0;73,7;2,675117861
World;2020-08;9261926;219379;0;73,7;2,368611021
World;2020-09;8143085;160002;0;73,7;1,96488186
World;2020-10;10187462;156799;0;73,7;1,539137029
World;2020-11;19566436;323684;0;73,7;1,654281853
World;2020-12;17255870;329388;0;73,7;1,908846091
Yemen;2020-01;0;0;0;47;0
Yemen;2020-02;0;0;0;47;0
Yemen;2020-03;0;0;53,7;47;0
Yemen;2020-04;1;0;61,11;47;0
Yemen;2020-05;309;77;66,67;47;24,91909385
Yemen;2020-06;793;219;66,67;47;27,61664565
Yemen;2020-07;575;179;63,89;47;31,13043478
Yemen;2020-08;272;89;31,48;47;32,72058824
Yemen;2020-09;84;24;33,33;47;28,57142857
Yemen;2020-10;30;12;33,33;47;40
Yemen;2020-11;14;5;13,89;47;35,71428571
Yemen;2020-12;18;2;27,78;47;11,11111111
Zambia;2020-01;0;0;0;58,4;0
Zambia;2020-02;0;0;16,67;58,4;0
Zambia;2020-03;28;0;47,22;58,4;0
Zambia;2020-04;56;5;65,28;58,4;8,928571429
Zambia;2020-05;973;4;70,83;58,4;0,411099692
Zambia;2020-06;488;15;50,93;58,4;3,073770492
Zambia;2020-07;2783;116;50,93;58,4;4,168163852
Zambia;2020-08;7574;145;50,93;58,4;1,914444151
Zambia;2020-09;2710;48;42,59;58,4;1,771217712
Zambia;2020-10;1505;15;41,67;58,4;0,996677741
Zambia;2020-11;1472;9;47,22;58,4;0,611413043
Zambia;2020-12;2082;25;50,93;58,4;1,200768492
Zimbabwe;2020-01;0;0;0;57,1;0
Zimbabwe;2020-02;0;0;8,33;57,1;0
Zimbabwe;2020-03;7;6;62,04;57,1;85,71428571
Zimbabwe;2020-04;25;2;87,96;57,1;8
Zimbabwe;2020-05;141;0;87,96;57,1;0
Zimbabwe;2020-06;394;2;87,96;57,1;0,507614213
Zimbabwe;2020-07;1867;28;80,56;57,1;1,499732191
Zimbabwe;2020-08;3972;160;80,56;57,1;4,028197382
Zimbabwe;2020-09;1397;30;80,56;57,1;2,14745884
Zimbabwe;2020-10;466;9;71,3;57,1;1,931330472
Zimbabwe;2020-11;1553;38;71,3;57,1;2,446877012
Zimbabwe;2020-12;3141;66;69,44;57,1;2,101241643
