location;year_month;new_cases;new_deaths;stringency_index;human_development_index;deaths_rate
Seychelles;2020-12;39;0;31,48;79,6;0
Sierra Leone;2020-01;0;0;0;45,2;0
Sierra Leone;2020-02;0;0;0;45,2;0
Sierra Leone;2020-03;0;0;46,3;45,2;0
Sierra Leone;2020-04;86;4;88,89;45,2;4,651162791
Sierra Leone;2020-05;766;43;88,89;45,2;5,613577023
Sierra Leone;2020-06;558;13;70,37;45,2;2,329749104
Sierra Leone;2020-07;358;5;50;45,2;1,396648045
Sierra Leone;2020-08;251;6;36,11;45,2;2,390438247
Sierra Leone;2020-09;189;2;33,33;45,2;1,058201058
Sierra Leone;2020-10;137;2;31,48;45,2;1,459854015
Sierra Leone;2020-11;65;0;40,74;45,2;0
Sierra Leone;2020-12;139;1;37,04;45,2;0,71942446
Singapore;2020-01;4;0;19,44;93,8;0
Singapore;2020-02;85;0;25;93,8;0
Singapore;2020-03;713;2;45,37;93,8;0,280504909
Singapore;2020-04;11891;10;82,41;93,8;0,084097216
Singapore;2020-05;21673;11;82,41;93,8;0,050754395
Singapore;2020-06;8880;3;78,7;93,8;0,033783784
Singapore;2020-07;6642;1;56,48;93,8;0,015055706
Singapore;2020-08;6829;0;56,48;93,8;0
Singapore;2020-09;968;0;56,48;93,8;0
Singapore;2020-10;280;1;50,93;93,8;0,357142857
Singapore;2020-11;240;1;50,93;93,8;0,416666667
Singapore;2020-12;314;0;50,93;93,8;0
Sint Maarten (Dutch part);2020-01;0;0;0;0;0
Sint Maarten (Dutch part);2020-02;0;0;0;0;0
Sint Maarten (Dutch part);2020-03;3;0;0;0;0
Sint Maarten (Dutch part);2020-04;70;12;0;0;17,14285714
Sint Maarten (Dutch part);2020-05;5;3;0;0;60
Sint Maarten (Dutch part);2020-06;0;0;0;0;0
Sint Maarten (Dutch part);2020-07;17;0;0;0;0
Sint Maarten (Dutch part);2020-08;350;2;0;0;0,571428571
Sint Maarten (Dutch part);2020-09;174;5;0;0;2,873563218
Sint Maarten (Dutch part);2020-10;158;0;0;0;0
Sint Maarten (Dutch part);2020-11;265;3;0;0;1,132075472
Sint Maarten (Dutch part);2020-12;329;1;0;0;0,303951368
Slovakia;2020-01;0;0;0;86;0
Slovakia;2020-02;0;0;2,78;86;0
Slovakia;2020-03;314;0;75;86;0
Slovakia;2020-04;1065;18;87,04;86;1,690140845
Slovakia;2020-05;142;10;75;86;7,042253521
Slovakia;2020-06;143;0;67,59;86;0
Slovakia;2020-07;515;0;38,89;86;0
Slovakia;2020-08;1697;5;38,89;86;0,294637596
Slovakia;2020-09;5202;11;33,33;86;0,211457132
Slovakia;2020-10;34765;115;73,15;86;0,330792464
Slovakia;2020-11;61890;657;73,15;86;1,061560834
Slovakia;2020-12;61790;957;69,44;86;1,548794303
Slovenia;2020-01;0;0;0;91,7;0
Slovenia;2020-02;0;0;0;91,7;0
Slovenia;2020-03;757;13;89,81;91,7;1,717305152
Slovenia;2020-04;646;77;89,81;91,7;11,91950464
Slovenia;2020-05;70;23;75;91,7;32,85714286
Slovenia;2020-06;111;1;41,2;91,7;0,900900901
Slovenia;2020-07;504;5;50;91,7;0,992063492
Slovenia;2020-08;796;14;50;91,7;1,75879397
Slovenia;2020-09;2506;22;50;91,7;0,877893057
Slovenia;2020-10;18723;134;75,93;91,7;0,715697271
Slovenia;2020-11;51758;1280;87,04;91,7;2,473047645
Slovenia;2020-12;39540;1312;87,04;91,7;3,318158827
Solomon Islands;2020-01;0;0;0;56,7;0
Solomon Islands;2020-02;0;0;8,33;56,7;0
Solomon Islands;2020-03;0;0;42,59;56,7;0
Solomon Islands;2020-04;0;0;44,44;56,7;0
Solomon Islands;2020-05;0;0;42,59;56,7;0
Solomon Islands;2020-06;0;0;33,33;56,7;0
Solomon Islands;2020-07;0;0;33,33;56,7;0
Solomon Islands;2020-08;0;0;36,11;56,7;0
Solomon Islands;2020-09;0;0;36,11;56,7;0
Solomon Islands;2020-10;4;0;43,52;56,7;0
Solomon Islands;2020-11;13;0;43,52;56,7;0
Solomon Islands;2020-12;0;0;36,11;56,7;0
Somalia;2020-01;0;0;0;0;0
Somalia;2020-02;0;0;0;0;0
Somalia;2020-03;3;0;52,78;0;0
Somalia;2020-04;387;18;63,89;0;4,651162791
Somalia;2020-05;1526;55;73,61;0;3,604193971
Somalia;2020-06;962;17;55,56;0;1,767151767
Somalia;2020-07;300;3;31,48;0;1
Somalia;2020-08;132;4;31,48;0;3,03030303
Somalia;2020-09;278;2;52,78;0;0,71942446
Somalia;2020-10;309;3;52,78;0;0,970873786
Somalia;2020-11;554;11;41,67;0;1,985559567
Somalia;2020-12;239;14;37,96;0;5,857740586
South Africa;2020-01;0;0;2,78;70,9;0
South Africa;2020-02;0;0;2,78;70,9;0
South Africa;2020-03;1187;1;87,96;70,9;0,084245998
South Africa;2020-04;3174;85;87,96;70,9;2,678008822
South Africa;2020-05;26606;557;84,26;70,9;2,093512741
South Africa;2020-06;100833;3995;80,56;70,9;3,961996569
South Africa;2020-07;302400;4503;84,26;70,9;1,489087302
South Africa;2020-08;188351;7326;78,7;70,9;3,889546644
South Africa;2020-09;46947;2395;72,22;70,9;5,101497433
South Africa;2020-10;44748;1479;50,93;70,9;3,30517565
South Africa;2020-11;70893;1098;48,15;70,9;1,548813
South Africa;2020-12;209772;5082;48,15;70,9;2,422630284
South America;2020-01;0;0;0;0;0
South America;2020-02;0;0;0;0;0
South America;2020-03;10366;299;0;0;2,884429867
South America;2020-04;112315;7758;0;0;6,907358768
South America;2020-05;686057;46166;0;0;6,729178479
South America;2020-06;1259754;54780;0;0;4,348468034
South America;2020-07;1592545;61876;0;0;3,885353318
South America;2020-08;2526872;80860;0;0;3,200003799
South America;2020-09;1706644;55681;0;0;3,262601925
South America;2020-10;1448697;39135;0;0;2,701393045
South America;2020-11;1700467;35842;0;0;2,107773923
South America;2020-12;1834166;32947;0;0;1,796293247
South Korea;2020-01;3;0;0;91,6;0
South Korea;2020-02;553;3;55,56;91,6;0,542495479
South Korea;2020-03;9027;149;75,93;91,6;1,650603744
South Korea;2020-04;1145;90;82,41;91,6;7,860262009
South Korea;2020-05;740;28;55,09;91,6;3,783783784
South Korea;2020-06;1247;12;55,09;91,6;0,962309543
South Korea;2020-07;1435;16;56,94;91,6;1,114982578
South Korea;2020-08;5549;25;53,24;91,6;0,450531627
South Korea;2020-09;3912;78;60,19;91,6;1,993865031
South Korea;2020-10;2225;56;65,74;91,6;2,516853933
South Korea;2020-11;7925;66;57,87;91,6;0,832807571
South Korea;2020-12;23094;285;68,98;91,6;1,234086776
South Sudan;2020-01;0;0;0;43,3;0
South Sudan;2020-02;0;0;0;43,3;0
South Sudan;2020-03;0;0;73,15;43,3;0
South Sudan;2020-04;6;0;86,11;43,3;0
South Sudan;2020-05;1141;14;86,11;43,3;1,226993865
South Sudan;2020-06;819;24;85,19;43,3;2,93040293
South Sudan;2020-07;320;9;85,19;43,3;2,8125
South Sudan;2020-08;239;2;81,48;43,3;0,836820084
South Sudan;2020-09;167;2;75;43,3;1,19760479
South Sudan;2020-10;191;7;45,37;43,3;3,664921466
South Sudan;2020-11;224;4;47,22;43,3;1,785714286
South Sudan;2020-12;398;1;52,78;43,3;0,251256281
Spain;2020-01;3;0;0;90,4;0
Spain;2020-02;16;1;11,11;90,4;6,25
Spain;2020-03;108845;8576;85,19;90,4;7,879094125
Spain;2020-04;110812;16569;85,19;90,4;14,95235173
Spain;2020-05;27333;4022;85,19;90,4;14,7148136
Spain;2020-06;9951;570;66,67;90,4;5,728067531
Spain;2020-07;32414;149;64,35;90,4;0,459677917
Spain;2020-08;201887;1143;64,35;90,4;0,566158296
Spain;2020-09;292855;2897;62,5;90,4;0,98922675
Spain;2020-10;369369;4331;71,3;90,4;1,172540197
Spain;2020-11;530112;10502;71,3;90,4;1,981090788
Spain;2020-12;235952;5204;78,7;90,4;2,205533329
Sri Lanka;2020-01;0;0;2,78;78,2;0
Sri Lanka;2020-02;5;0;11,11;78,2;0
Sri Lanka;2020-03;110;1;100;78,2;0,909090909
Sri Lanka;2020-04;345;6;100;78,2;1,739130435
Sri Lanka;2020-05;1173;3;82,41;78,2;0,255754476
Sri Lanka;2020-06;404;1;76,85;78,2;0,247524752
Sri Lanka;2020-07;745;0;53,7;78,2;0
Sri Lanka;2020-08;230;1;44,44;78,2;0,434782609
Sri Lanka;2020-09;348;1;29,63;78,2;0,287356322
Sri Lanka;2020-10;4512;2;34,26;78,2;0,044326241
Sri Lanka;2020-11;15612;101;55,09;78,2;0,646938253
Sri Lanka;2020-12;17570;75;78,24;78,2;0,426863973
Sudan;2020-01;0;0;0;51;0
Sudan;2020-02;0;0;5,56;51;0
Sudan;2020-03;5;1;76,85;51;20
Sudan;2020-04;208;16;87,04;51;7,692307692
Sudan;2020-05;4587;245;87,04;51;5,3411816
Sudan;2020-06;4514;314;84,26;51;6,956136464
Sudan;2020-07;2071;141;84,26;51;6,808305167
Sudan;2020-08;1804;106;75,46;51;5,875831486
Sudan;2020-09;421;13;65,74;51;3,087885986
Sudan;2020-10;134;1;51,85;51;0,746268657
Sudan;2020-11;4066;412;34,26;51;10,13280866
Sudan;2020-12;6884;271;28,7;51;3,93666473
Suriname;2020-01;0;0;0;73,8;0
Suriname;2020-02;0;0;0;73,8;0
Suriname;2020-03;8;0;71,3;73,8;0
Suriname;2020-04;2;1;82,41;73,8;50
Suriname;2020-05;2;0;82,41;73,8;0
Suriname;2020-06;379;9;93,52;73,8;2,374670185
Suriname;2020-07;914;13;89,81;73,8;1,422319475
Suriname;2020-08;2543;43;96,3;73,8;1,690916241
Suriname;2020-09;969;36;100;73,8;3,715170279
Suriname;2020-10;338;7;60,19;73,8;2,071005917
Suriname;2020-11;156;8;60,19;73,8;5,128205128
Suriname;2020-12;569;2;67,59;73,8;0,351493849
Sweden;2020-01;0;0;0;94,5;0
Sweden;2020-02;1;0;5,56;94,5;0
Sweden;2020-03;3663;201;59,26;94,5;5,487305487
Sweden;2020-04;14904;2282;64,81;94,5;15,31132582
Sweden;2020-05;19828;2092;64,81;94,5;10,55073633
Sweden;2020-06;27522;841;64,81;94,5;3,055737228
Sweden;2020-07;9769;290;59,26;94,5;2,968574061
Sweden;2020-08;8503;80;59,26;94,5;0,940844408
Sweden;2020-09;7804;50;55,56;94,5;0,640697078
Sweden;2020-10;22348;91;55,56;94,5;0,407195275
Sweden;2020-11;140463;1181;64,81;94,5;0,840790813
Sweden;2020-12;163324;2215;69,44;94,5;1,356199946
Switzerland;2020-01;0;0;0;95,5;0
Switzerland;2020-02;0;0;0;95,5;0
Switzerland;2020-03;16170;335;73,15;95,5;2,071737786
Switzerland;2020-04;12999;1196;73,15;95,5;9,200707747
Switzerland;2020-05;1664;193;69,44;95,5;11,59855769
Switzerland;2020-06;751;8;55,56;95,5;1,065246338
Switzerland;2020-07;2824;14;43,06;95,5;0,495750708
Switzerland;2020-08;7689;23;43,06;95,5;0,299128625
Switzerland;2020-09;10468;59;43,06;95,5;0,563622468
Switzerland;2020-10;68283;203;41,67;95,5;0,297292152
Switzerland;2020-11;204414;2710;59,26;95,5;1,325740898
Switzerland;2020-12;110057;2441;60,19;95,5;2,217941612
Syria;2020-01;0;0;0;56,7;0
Syria;2020-02;0;0;2,78;56,7;0
Syria;2020-03;5;0;84,26;56,7;0
Syria;2020-04;37;3;87,04;56,7;8,108108108
Syria;2020-05;80;1;87,04;56,7;1,25
Syria;2020-06;134;5;69,44;56,7;3,731343284
Syria;2020-07;371;27;69,44;56,7;7,277628032
Syria;2020-08;2001;70;69,44;56,7;3,498250875
Syria;2020-09;1410;82;53,24;56,7;5,815602837
Syria;2020-10;1321;79;42,13;56,7;5,980317941
Syria;2020-11;2356;142;44,91;56,7;6,027164686
Syria;2020-12;3217;260;39,35;56,7;8,082064035
Taiwan;2020-01;0;0;19,44;0;0
Taiwan;2020-02;0;0;30,56;0;0
Taiwan;2020-03;0;0;31,48;0;0
Taiwan;2020-04;0;0;31,48;0;0
Taiwan;2020-05;0;0;31,48;0;0
Taiwan;2020-06;0;0;25,93;0;0
Taiwan;2020-07;0;0;23,15;0;0
Taiwan;2020-08;0;0;23,15;0;0
Taiwan;2020-09;0;0;23,15;0;0
Taiwan;2020-10;0;0;23,15;0;0
Taiwan;2020-11;0;0;23,15;0;0
Taiwan;2020-12;0;0;19,44;0;0
Tajikistan;2020-01;0;0;5,56;66,8;0
Tajikistan;2020-02;0;0;11,11;66,8;0
Tajikistan;2020-03;0;0;19,44;66,8;0
Tajikistan;2020-04;0;0;49,07;66,8;0
Tajikistan;2020-05;3807;47;55,56;66,8;1,234567901
Tajikistan;2020-06;1992;5;69,44;66,8;0,251004016
Tajikistan;2020-07;1351;7;52,78;66,8;0,518134715
Tajikistan;2020-08;1366;9;53,7;66,8;0,65885798
Tajikistan;2020-09;1089;7;45,37;66,8;0,642791552
Tajikistan;2020-10;1131;6;42,59;66,8;0,530503979
Tajikistan;2020-11;1382;5;42,59;66,8;0,361794501
Tajikistan;2020-12;1437;4;42,59;66,8;0,27835769
Tanzania;2020-01;0;0;0;52,9;0
Tanzania;2020-02;0;0;2,78;52,9;0
Tanzania;2020-03;14;0;47,22;52,9;0
Tanzania;2020-04;286;10;52,78;52,9;3,496503497
Tanzania;2020-05;209;11;52,78;52,9;5,263157895
Tanzania;2020-06;0;0;32,41;52,9;0
Tanzania;2020-07;0;0;31,48;52,9;0
Tanzania;2020-08;0;0;31,48;52,9;0
Tanzania;2020-09;0;0;28,7;52,9;0
Tanzania;2020-10;0;0;17,59;52,9;0
Tanzania;2020-11;0;0;17,59;52,9;0
Tanzania;2020-12;0;0;17,59;52,9;0
Thailand;2020-01;6;0;0;77,7;0
Thailand;2020-02;34;0;0;77,7;0
Thailand;2020-03;1349;7;68,06;77,7;0,518902891
Thailand;2020-04;1534;44;76,85;77,7;2,868318123
Thailand;2020-05;159;6;76,85;77,7;3,773584906
Thailand;2020-06;81;1;75;77,7;1,234567901
Thailand;2020-07;129;0;52,78;77,7;0
Thailand;2020-08;120;0;52,78;77,7;0
Thailand;2020-09;112;1;50;77,7;0,892857143
Thailand;2020-10;213;0;47,22;77,7;0
Thailand;2020-11;241;61;50;77,7;25,31120332
Thailand;2020-12;2164;0;63,89;77,7;0
Timor;2020-01;0;0;0;60,6;0
Timor;2020-02;0;0;11,11;60,6;0
Timor;2020-03;1;0;75;60,6;0
Timor;2020-04;23;0;77,78;60,6;0
Timor;2020-05;0;0;66,67;60,6;0
Timor;2020-06;0;0;33,33;60,6;0
Timor;2020-07;0;0;29,63;60,6;0
Timor;2020-08;3;0;29,63;60,6;0
Timor;2020-09;0;0;29,63;60,6;0
Timor;2020-10;2;0;33,33;60,6;0
Timor;2020-11;1;0;31,48;60,6;0
Timor;2020-12;11;0;33,33;60,6;0
Togo;2020-01;0;0;0;51,5;0
Togo;2020-02;0;0;0;51,5;0
Togo;2020-03;28;1;69,44;51,5;3,571428571
Togo;2020-04;68;5;73,15;51,5;7,352941176
Togo;2020-05;337;7;73,15;51,5;2,077151335
Togo;2020-06;182;1;73,15;51,5;0,549450549
Togo;2020-07;238;3;53,7;51,5;1,260504202
Togo;2020-08;537;10;50,93;51,5;1,862197393
Togo;2020-09;346;19;59,26;51,5;5,49132948
Togo;2020-10;451;6;59,26;51,5;1,33037694
Togo;2020-11;759;12;59,26;51,5;1,581027668
Togo;2020-12;609;4;66,67;51,5;0,65681445
Tokelau;2020-01;0;0;0;0;0
Tokelau;2020-02;0;0;0;0;0
Tokelau;2020-03;0;0;0;0;0
Tokelau;2020-04;0;0;0;0;0
Tokelau;2020-05;0;0;0;0;0
Tokelau;2020-06;0;0;0;0;0
Tokelau;2020-07;0;0;0;0;0
Tokelau;2020-08;0;0;0;0;0
Tokelau;2020-09;0;0;0;0;0
Tokelau;2020-10;0;0;0;0;0
Tokelau;2020-11;0;0;0;0;0
Tokelau;2020-12;0;0;0;0;0
Tonga;2020-01;0;0;0;72,5;0
Tonga;2020-02;0;0;5,56;72,5;0
Tonga;2020-03;0;0;93,52;72,5;0
Tonga;2020-04;0;0;93,52;72,5;0
Tonga;2020-05;0;0;50,93;72,5;0
Tonga;2020-06;0;0;47,22;72,5;0
Tonga;2020-07;0;0;47,22;72,5;0
Tonga;2020-08;0;0;47,22;72,5;0
Tonga;2020-09;0;0;47,22;72,5;0
Tonga;2020-10;0;0;47,22;72,5;0
Tonga;2020-11;0;0;47,22;72,5;0
Tonga;2020-12;0;0;47,22;72,5;0
Trinidad and Tobago;2020-01;0;0;0;79,6;0
Trinidad and Tobago;2020-02;0;0;13,89;79,6;0
Trinidad and Tobago;2020-03;74;2;69,44;79,6;2,702702703
Trinidad and Tobago;2020-04;41;6;90,74;79,6;14,63414634
Trinidad and Tobago;2020-05;1;0;90,74;79,6;0
Trinidad and Tobago;2020-06;8;0;87,04;79,6;0
Trinidad and Tobago;2020-07;23;0;56,48;79,6;0
Trinidad and Tobago;2020-08;1430;11;76,85;79,6;0,769230769
Trinidad and Tobago;2020-09;2708;51;76,85;79,6;1,883308715
Trinidad and Tobago;2020-10;1202;34;80,56;79,6;2,828618968
Trinidad and Tobago;2020-11;1099;14;68,52;79,6;1,27388535
Trinidad and Tobago;2020-12;511;7;68,52;79,6;1,369863014
Tunisia;2020-01;0;0;0;74;0
Tunisia;2020-02;0;0;0;74;0
Tunisia;2020-03;278;8;90,74;74;2,877697842
Tunisia;2020-04;661;30;90,74;74;4,538577912
Tunisia;2020-05;137;10;90,74;74;7,299270073
Tunisia;2020-06;92;2;79,63;74;2,173913043
Tunisia;2020-07;275;0;26,85;74;0
Tunisia;2020-08;2129;26;26,85;74;1,221230625
Tunisia;2020-09;11606;131;26,85;74;1,128726521
Tunisia;2020-10;35227;670;75;74;1,901950209
Tunisia;2020-11;44575;2276;75;74;5,106001122
Tunisia;2020-12;35250;1273;71,3;74;3,611347518
Turkey;2020-01;0;0;2,78;82;0
Turkey;2020-02;0;0;19,44;82;0
Turkey;2020-03;7402;108;75,93;82;1,459065118
Turkey;2020-04;100371;2598;77,78;82;2,588397047
Turkey;2020-05;55330;1809;75,93;82;3,269474065
Turkey;2020-06;32780;567;63,89;82;1,72971324
Turkey;2020-07;29290;514;63,89;82;1,754865142
Turkey;2020-08;263981;688;48,15;82;0,260624818
Turkey;2020-09;234342;1645;73,61;82;0,701965503
Turkey;2020-10;235258;1798;71,76;82;0,764267315
Turkey;2020-11;412394;3646;71,76;82;0,884105976
Turkey;2020-12;762225;6251;80,09;82;0,820099052
Turkmenistan;2020-01;0;0;8,33;71,5;0
Turkmenistan;2020-02;0;0;19,44;71,5;0
Turkmenistan;2020-03;0;0;50,93;71,5;0
Turkmenistan;2020-04;0;0;45,37;71,5;0
Turkmenistan;2020-05;0;0;31,48;71,5;0
Turkmenistan;2020-06;0;0;31,48;71,5;0
Turkmenistan;2020-07;0;0;55,56;71,5;0
Turkmenistan;2020-08;0;0;47,22;71,5;0
Turkmenistan;2020-09;0;0;47,22;71,5;0
Turkmenistan;2020-10;0;0;67,59;71,5;0
Turkmenistan;2020-11;0;0;73,15;71,5;0
Turkmenistan;2020-12;0;0;73,15;71,5;0
Turks and Caicos Islands;2020-01;0;0;0;0;0
Turks and Caicos Islands;2020-02;0;0;0;0;0
Turks and Caicos Islands;2020-03;2;0;0;0;0
Turks and Caicos Islands;2020-04;9;1;0;0;11,11111111
Turks and Caicos Islands;2020-05;1;0;0;0;0
Turks and Caicos Islands;2020-06;4;0;0;0;0
Turks and Caicos Islands;2020-07;76;1;0;0;1,315789474
Turks and Caicos Islands;2020-08;398;1;0;0;0,251256281
Turks and Caicos Islands;2020-09;190;2;0;0;1,052631579
Turks and Caicos Islands;2020-10;19;1;0;0;5,263157895
Turks and Caicos Islands;2020-11;49;0;0;0;0
Turks and Caicos Islands;2020-12;96;0;0;0;0
Tuvalu;2020-01;0;0;0;0;0
Tuvalu;2020-02;0;0;0;0;0
Tuvalu;2020-03;0;0;0;0;0
Tuvalu;2020-04;0;0;0;0;0
Tuvalu;2020-05;0;0;0;0;0
Tuvalu;2020-06;0;0;0;0;0
Tuvalu;2020-07;0;0;0;0;0
Tuvalu;2020-08;0;0;0;0;0
Tuvalu;2020-09;0;0;0;0;0
Tuvalu;2020-10;0;0;0;0;0
Tuvalu;2020-11;0;0;0;0;0
Tuvalu;2020-12;0;0;0;0;0
Uganda;2020-01;0;0;2,78;54,4;0
Uganda;2020-02;0;0;16,67;54,4;0
Uganda;2020-03;27;0;69,44;54,4;0
Uganda;2020-04;24;0;93,52;54,4;0
Uganda;2020-05;359;0;93,52;54,4;0
Uganda;2020-06;447;0;87,04;54,4;0
Uganda;2020-07;258;2;87,04;54,4;0,775193798
Uganda;2020-08;1813;34;87,04;54,4;1,875344732
Uganda;2020-09;4602;47;87,04;54,4;1,021295089
Uganda;2020-10;3913;46;67,59;54,4;1,175568617
Uganda;2020-11;8704;97;63,89;54,4;1,114430147
Uganda;2020-12;13668;72;52,78;54,4;0,526777875
Ukraine;2020-01;0;0;0;77,9;0
Ukraine;2020-02;0;0;0;77,9;0
Ukraine;2020-03;515;13;88,89;77,9;2,524271845
Ukraine;2020-04;7934;117;88,89;77,9;1,474665994
Ukraine;2020-05;13317;164;88,89;77,9;1,231508598
Ukraine;2020-06;18140;168;76,39;77,9;0,926130099
Ukraine;2020-07;21263;258;41,67;77,9;1,213375347
Ukraine;2020-08;52241;647;66,2;77,9;1,238490841
Ukraine;2020-09;78716;943;64,35;77,9;1,19797754
Ukraine;2020-10;138081;1570;58,8;77,9;1,137013782
Ukraine;2020-11;367604;5876;61,57;77,9;1,598459212
Ukraine;2020-12;290297;5522;61,57;77,9;1,902189826
United Arab Emirates;2020-01;0;0;2,78;89;0
United Arab Emirates;2020-02;13;0;8,33;89;0
United Arab Emirates;2020-03;455;2;84,26;89;0,43956044
United Arab Emirates;2020-04;9345;69;89,81;89;0,738362761
United Arab Emirates;2020-05;24083;191;81,48;89;0,793090562
United Arab Emirates;2020-06;13464;49;72,22;89;0,363933452
United Arab Emirates;2020-07;11202;32;72,22;89;0,285663274
United Arab Emirates;2020-08;10766;36;56,48;89;0,33438603
United Arab Emirates;2020-09;21290;32;54,63;89;0,150305308
United Arab Emirates;2020-10;33146;64;54,63;89;0,193085138
United Arab Emirates;2020-11;42738;94;49,07;89;0,21994478
United Arab Emirates;2020-12;34390;86;49,07;89;0,250072696
United Kingdom;2020-01;0;0;5,56;93,2;0
United Kingdom;2020-02;35;2;11,11;93,2;5,714285714
United Kingdom;2020-03;23746;2487;79,63;93,2;10,47334288
United Kingdom;2020-04;125923;31371;79,63;93,2;24,91284356
United Kingdom;2020-05;104516;18143;79,63;93,2;17,35906464
United Kingdom;2020-06;28098;3831;73,15;93,2;13,63442238
United Kingdom;2020-07;17867;1268;71,3;93,2;7,096882521
United Kingdom;2020-08;36321;684;69,91;93,2;1,883208061
United Kingdom;2020-09;108400;658;67,59;93,2;0,60701107
United Kingdom;2020-10;456263;3365;75;93,2;0,737513232
United Kingdom;2020-11;738805;14319;75;93,2;1,938129818
United Kingdom;2020-12;704459;14347;79,63;93,2;2,036598297
United States;2020-01;7;0;0;92,6;0
United States;2020-02;33;0;8,33;92,6;0
United States;2020-03;126269;2106;72,69;92,6;1,667867806
United States;2020-04;796638;51328;72,69;92,6;6,443077031
United States;2020-05;862475;51891;72,69;92,6;6,016522218
United States;2020-06;739955;21893;72,69;92,6;2,958693434
United States;2020-07;1668539;24372;68,98;92,6;1,460679073
United States;2020-08;1780555;36369;68,98;92,6;2,04256538
United States;2020-09;1126625;20634;68,98;92,6;1,831487851
United States;2020-10;1469669;19826;66,2;92,6;1,34901124
United States;2020-11;4692217;44787;75,46;92,6;0,954495498
United States;2020-12;5627464;69714;75,46;92,6;1,238817343
United States Virgin Islands;2020-01;0;0;0;0;0
United States Virgin Islands;2020-02;0;0;0;0;0
United States Virgin Islands;2020-03;17;0;0;0;0
United States Virgin Islands;2020-04;38;3;0;0;7,894736842
United States Virgin Islands;2020-05;14;3;0;0;21,42857143
United States Virgin Islands;2020-06;12;0;0;0;0
United States Virgin Islands;2020-07;271;1;0;0;0,36900369
United States Virgin Islands;2020-08;766;7;0;0;0,91383812
United States Virgin Islands;2020-09;178;5;0;0;2,808988764
United States Virgin Islands;2020-10;52;2;0;0;3,846153846
United States Virgin Islands;2020-11;192;2;0;0;1,041666667
United States Virgin Islands;2020-12;441;0;0;0;0
Upper middle income;2020-01;1995;56;0;0;2,807017544
Upper middle income;2020-02;75112;2390;0;0;3,181915007
Upper middle income;2020-03;34410;1451;0;0;4,216797443
Upper middle income;2020-04;350421;16089;0;0;4,591334423
Upper middle income;2020-05;1192729;69623;0;0;5,837285754
Upper middle income;2020-06;1722602;81304;0;0;4,719836619
Upper middle income;2020-07;2442730;93449;0;0;3,825596771
Upper middle income;2020-08;3606542;119058;0;0;3,301167711
Upper middle income;2020-09;2514200;76662;0;0;3,049160767
Upper middle income;2020-10;2602920;62727;0;0;2,409870453
Upper middle income;2020-11;4210935;86400;0;0;2,051800847
Upper middle income;2020-12;4687650;93351;0;0;1,991424274
Uruguay;2020-01;0;0;0;81,7;0
Uruguay;2020-02;0;0;0;81,7;0
Uruguay;2020-03;274;0;62,96;81,7;0
Uruguay;2020-04;289;12;72,22;81,7;4,152249135
Uruguay;2020-05;253;10;61,11;81,7;3,95256917
Uruguay;2020-06;103;4;61,11;81,7;3,883495146
Uruguay;2020-07;247;8;57,41;81,7;3,238866397
Uruguay;2020-08;390;9;37,96;81,7;2,307692308
Uruguay;2020-09;411;4;43,52;81,7;0,97323601
Uruguay;2020-10;792;6;43,52;81,7;0,757575758
Uruguay;2020-11;2544;21;43,52;81,7;0,825471698
Uruguay;2020-12;10545;69;70,37;81,7;0,654338549
Uzbekistan;2020-01;0;0;11,11;72;0
Uzbekistan;2020-02;0;0;11,11;72;0
Uzbekistan;2020-03;0;0;90,74;72;0
Uzbekistan;2020-04;0;0;93,52;72;0
Uzbekistan;2020-05;0;0;93,52;72;0
Uzbekistan;2020-06;0;0;81,94;72;0
Uzbekistan;2020-07;0;0;73,15;72;0
Uzbekistan;2020-08;0;0;73,15;72;0
Uzbekistan;2020-09;0;0;49,07;72;0
Uzbekistan;2020-10;9;0;43,52;72;0
Uzbekistan;2020-11;0;0;39,81;72;0
Uzbekistan;2020-12;0;0;42,59;72;0
Vanuatu;2020-01;0;0;0;60,9;0
Vanuatu;2020-02;0;0;0;60,9;0
Vanuatu;2020-03;0;0;83,33;60,9;0
Vanuatu;2020-04;0;0;77,78;60,9;0
Vanuatu;2020-05;0;0;77,78;60,9;0
Vanuatu;2020-06;0;0;66,67;60,9;0
Vanuatu;2020-07;0;0;66,67;60,9;0
Vanuatu;2020-08;0;0;29,63;60,9;0
Vanuatu;2020-09;0;0;22,22;60,9;0
Vanuatu;2020-10;0;0;22,22;60,9;0
Vanuatu;2020-11;1;0;30,56;60,9;0
Vanuatu;2020-12;0;0;30,56;60,9;0
Vatican;2020-01;0;0;0;0;0
Vatican;2020-02;0;0;0;0;0
Vatican;2020-03;4;0;0;0;0
Vatican;2020-04;5;0;0;0;0
Vatican;2020-05;3;0;0;0;0
Vatican;2020-06;0;0;0;0;0
Vatican;2020-07;0;0;0;0;0
Vatican;2020-08;0;0;0;0;0
Vatican;2020-09;0;0;0;0;0
Vatican;2020-10;14;0;0;0;0
Vatican;2020-11;0;0;0;0;0
Vatican;2020-12;0;0;0;0;0
Venezuela;2020-01;0;0;0;71,1;0
Venezuela;2020-02;0;0;0;71,1;0
Venezuela;2020-03;113;2;82,41;71,1;1,769911504
Venezuela;2020-04;205;8;82,41;71,1;3,902439024
Venezuela;2020-05;1052;4;85,19;71,1;0,380228137
